Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Congo,Refugees in rural areas in the north-east,,2012,,,,,,,,,,,Primary education provided or supported,"1,195,717.18","1,527,462.75","2,723,179.93",# of children enrolled in primary education,"30,175.0","27,510.0","26,949.0","16,174.0"
Congo,Refugees in rural areas in the north-east,,2012,,,,,,,,,,,Secondary education provided or supported,"45,096.73","1,690,962.75","1,736,059.48",# of PoC enrolled in secondary education,"9,168.0","11,059.0","6,468.0","5,026.0"
Costa Rica,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2012,0.00,"41,870.84","41,870.84",% of persons of concern aged 14-17 enrolled in secondary education,80.0,,90.0,,90.0,80.0,,,,,,,,,
Costa Rica,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Advocacy conducted,0.00,"10,467.71","10,467.71",Strategy to promote admission of PoCs to national education system established (yes/no),,85.0,,90.0
Costa Rica,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Involvement of key stakeholders promoted,0.00,"10,467.71","10,467.71",Active education strategy endorsed by partners and national authorities established (yes/no),,85.0,,75.0
Costa Rica,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Involvement of key stakeholders promoted,0.00,"10,467.71","10,467.71",Relationship with the Ministry of Education established (yes/no),,85.0,,85.0
Costa Rica,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,0.00,"10,467.71","10,467.71",# of students attending language of instruction training,,15.0,,55.0
Costa Rica,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,0.00,"10,467.71","10,467.71",# of children supported with education costs,,40.0,,33.0
Cote dIvoire,Refugees,Population has optimal access to education,2012,"376,164.76","90,034.90","466,199.66",% of persons of concern aged 14-17 enrolled in secondary education,20.0,30.0,30.0,,12.7,80.0,,,,,,,,,
Cote dIvoire,Refugees,Population has optimal access to education,2012,"376,164.76","90,034.90","466,199.66",% of persons of concern aged 6-13 yrs enrolled in primary education,50.0,20.0,30.0,,97.9,100.0,,,,,,,,,
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Community involvement promoted,"46,297.41","16,006.98","62,304.39",# of out of school outreach programmes established,2.0,4.0,,20.0
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"47,553.09","16,006.98","63,560.07",# of children supported with education costs,600.0,"1,000.0",114.0,"2,009.0"
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"47,553.09","16,006.98","63,560.07",# of sensitization and community mobilization campaigns conducted to promote school enrollment,3.0,3.0,1.0,13.0
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Primary education provided or supported,"169,371.28","26,006.98","195,378.26",# of children enrolled in primary education,450.0,"3,500.0",191.0,"1,705.0"
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"63,531.68","16,006.98","79,538.66",# of PoC enrolled in secondary education,35.0,60.0,10.0,221.0
Cote dIvoire,Refugees,,2012,,,,,,,,,,,Vocational training provided,"49,411.30","16,006.98","65,418.28",# of persons participating in vocational training,25.0,30.0,,63.0
Democratic Republic of the Congo,Internally displaced and returning displaced persons,Population has optimal access to education,2012,"220,606.98","1,532,477.74","1,753,084.72",% of persons of concern aged 6-13 yrs enrolled in primary education,60.0,45.0,78.0,5.0,18.6,100.0,,,,,,,,,
Democratic Republic of the Congo,Internally displaced and returning displaced persons,,2012,,,,,,,,,,,Educational facilities constructed,"110,303.49","1,196,591.37","1,306,894.86",# of educational facilities constructed and accessible for children with disabilities,0.0,35.0,0.0,
Democratic Republic of the Congo,Internally displaced and returning displaced persons,,2012,,,,,,,,,,,Primary education provided or supported,"110,303.49","335,886.37","446,189.86",# of children enrolled in primary education,,"20,000.0",77.0,83.0
Democratic Republic of the Congo,Refugees and asylum seekers,Population has optimal access to education,2012,"975,725.75","815,048.23","1,790,773.98",% of persons of concern aged 14-17 enrolled in secondary education,64.0,71.0,92.0,89.8,92.9,80.0,,,,,,,,,
Democratic Republic of the Congo,Refugees and asylum seekers,Population has optimal access to education,2012,"975,725.75","815,048.23","1,790,773.98",% of persons of concern aged 6-13 yrs enrolled in primary education,90.0,91.0,100.0,72.3,22.4,100.0,,,,,,,,,
Democratic Republic of the Congo,Refugees and asylum seekers,,2012,,,,,,,,,,,Primary education provided or supported,"387,993.55","140,913.47","528,907.02",# of children enrolled in primary education,"1,183.0","1,883.0",793.0,852.0
Democratic Republic of the Congo,Refugees and asylum seekers,,2012,,,,,,,,,,,Primary education provided or supported,"387,993.55","140,913.47","528,907.02",# of children regularly attending primary education,"1,183.0","1,883.0",849.0,919.0
Democratic Republic of the Congo,Refugees and asylum seekers,,2012,,,,,,,,,,,Secondary education provided or supported,"224,191.55","255,913.47","480,105.02",# of PoC enrolled in secondary education,437.0,612.0,445.0,493.0
Djibouti,Refugees in Djibouti,Population has optimal access to education,2012,"724,765.21","1,559,181.12","2,283,946.33",% of persons of concern aged 6-13 yrs enrolled in primary education,40.0,70.0,100.0,44.4,,100.0,,,,,,,,,
Djibouti,Refugees in Djibouti,,2012,,,,,,,,,,,Educational facilities constructed,"47,936.97","376,702.56","424,639.53",# of children per classroom,50.0,50.0,60.0,
Djibouti,Refugees in Djibouti,,2012,,,,,,,,,,,Involvement of key stakeholders promoted,"95,873.94",0.00,"95,873.94",Relationship with the Ministry of Education established (yes/no),100.0,100.0,50.0,
Djibouti,Refugees in Djibouti,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"95,873.94",0.00,"95,873.94",# of female teachers,10.0,10.0,6.0,
Djibouti,Refugees in Djibouti,,2012,,,,,,,,,,,Primary education provided or supported,"485,080.36","1,182,478.56","1,667,558.92",# of children enrolled in primary education,"3,500.0","3,500.0","2,481.0",
Ecuador,Refugees and asylum seekers,Population has optimal access to education,2012,"1,192,648.11","393,699.58","1,586,347.69",% of persons of concern aged 14-17 enrolled in secondary education,50.0,60.0,80.0,,72.0,80.0,,,,,,,,,
Ecuador,Refugees and asylum seekers,Population has optimal access to education,2012,"1,192,648.11","393,699.58","1,586,347.69",% of persons of concern aged 6-13 yrs enrolled in primary education,60.0,70.0,90.0,,96.0,100.0,,,,,,,,,
Ecuador,Refugees and asylum seekers,,2012,,,,,,,,,,,Advocacy conducted,"225,285.24",0.00,"225,285.24",# of persons of concern admitted to national education system,,,400.0,719.0
Ecuador,Refugees and asylum seekers,,2012,,,,,,,,,,,Educational facilities constructed,"630,723.26","230,197.29","860,920.55",# of educational facilities constructed and accessible for children with disabilities,6.0,15.0,16.0,15.0
Ecuador,Refugees and asylum seekers,,2012,,,,,,,,,,,Inclusive education implemented,"114,883.51",0.00,"114,883.51",# of persons with specific needs receiving formal or non-formal education,,,0.0,319.0
Ecuador,Refugees and asylum seekers,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"114,883.51",0.00,"114,883.51",# of children supported with education costs,,,304.0,913.0
Ecuador,Refugees and asylum seekers,,2012,,,,,,,,,,,Primary education provided or supported,"106,872.59","163,502.29","270,374.88",# of scholarships (primary) provided,650.0,"1,500.0",300.0,600.0
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"3,460,488.21",0.00,"3,460,488.21",% of children aged 3-5 yrs enrolled in early childhood education,60.0,80.0,80.0,37.6,,80.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"3,460,488.21",0.00,"3,460,488.21",% of persons of concern aged 14-17 enrolled in secondary education,60.0,65.0,65.0,80.1,,80.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"3,460,488.21",0.00,"3,460,488.21",% of persons of concern aged 6-13 yrs enrolled in primary education,80.0,85.0,85.0,83.5,,100.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Early childhood education provided or supported,"254,986.56",0.00,"254,986.56",# of children attending early childhood education,800.0,800.0,841.0,"1,393.0"
Egypt,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,"123,639.41",0.00,"123,639.41",# of students attending language of instruction training,500.0,500.0,0.0,42.0
Egypt,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"255,850.11",0.00,"255,850.11",# of teachers who have received training,150.0,150.0,73.0,109.0
Egypt,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"2,098,194.22",0.00,"2,098,194.22",# of children enrolled in primary education,"5,400.0","5,400.0","5,920.0","5,069.0"
Egypt,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"727,817.91",0.00,"727,817.91",# of PoC enrolled in secondary education,"1,600.0","1,600.0","2,605.0","3,540.0"
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2012,"266,484.40","82,285.27","348,769.67",% of children aged 3-5 yrs enrolled in early childhood education,100.0,100.0,100.0,80.0,73.0,80.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2012,"266,484.40","82,285.27","348,769.67",% of teachers who are female,16.0,20.0,30.0,25.0,2.0,50.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2012,"266,484.40","82,285.27","348,769.67",% of teachers who are qualified,87.0,90.0,90.0,35.0,57.0,70.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2012,"266,484.40","82,285.27","348,769.67",Extent refugee qualifications recognized,100.0,95.0,100.0,33.3,95.0,100.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Adult education provided,"10,788.96",0.00,"10,788.96",# of persons regularly attending adult education,408.0,408.0,0.0,0.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Assessment and analysis undertaken,"10,068.96",0.00,"10,068.96",Literacy study conducted (yes/no),100.0,100.0,0.0,0.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"142,888.46",0.00,"142,888.46",# of children per teacher,40.0,40.0,50.0,38.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"142,888.46",0.00,"142,888.46",# of children with adequate access to teaching and learning materials,"1,308.0","1,308.0","1,266.0","1,290.0"
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"142,888.46",0.00,"142,888.46",# of teachers who have received training,30.0,30.0,0.0,20.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Primary education provided or supported,"47,342.29",0.00,"47,342.29",# of children regularly attending primary education,"1,124.0","1,124.0","1,180.0","1,068.0"
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Scholarships (tertiary) provided,"7,301.62",71.32,"7,372.94",# of scholarships (tertiary) provided,,6.0,15.0,5.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Secondary education provided or supported,"29,735.63",0.00,"29,735.63",# of children regularly attending secondary education,87.0,87.0,87.0,76.0
Eritrea,"Refugees, asylum seekers and others of concern",,2012,,,,,,,,,,,Sports programme provided,"18,358.48","2,071.32","20,429.80",# of persons participating in sports activities,,300.0,0.0,0.0
Ethiopia,Kenyan Borenas,Population has optimal access to education,2012,"72,290.99",0.00,"72,290.99",% of persons of concern aged 6-13 yrs enrolled in primary education,40.0,70.0,70.0,49.8,,100.0,,,,,,,,,
Ethiopia,Kenyan Borenas,,2012,,,,,,,,,,,Educational facilities constructed,"40,159.92",0.00,"40,159.92",# of educational facilities constructed and accessible for children with disabilities,2.0,2.0,0.0,
Ethiopia,Kenyan Borenas,,2012,,,,,,,,,,,Primary education provided or supported,"32,131.07",0.00,"32,131.07",# of children enrolled in primary education,562.0,562.0,400.0,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2012,"1,191,739.79","1,170,212.19","2,361,951.98",% of children aged 3-5 yrs enrolled in early childhood education,90.0,95.0,100.0,38.6,81.1,80.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2012,"1,191,739.79","1,170,212.19","2,361,951.98",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,61.0,67.6,100.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2012,"1,191,739.79","1,170,212.19","2,361,951.98",% of teachers who are female,11.0,15.0,15.0,12.1,7.7,50.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2012,"1,191,739.79","1,170,212.19","2,361,951.98",% of teachers who are qualified,33.0,50.0,75.0,19.8,21.2,70.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Early childhood education provided or supported,"223,475.75","137,565.45","361,041.20",# of children attending early childhood education,"5,500.0","5,500.0","4,300.0","9,075.0"
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Educational facilities constructed,"411,120.51","116,531.79","527,652.30",# of children per classroom,,40.0,90.0,208.0
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Educational facilities constructed,"411,120.51","116,531.79","527,652.30",# of educational facilities constructed and accessible for children with disabilities,,50.0,0.0,4.0
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,0.00,"31,741.44","31,741.44",# of children per teacher,,40.0,64.0,68.0
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,0.00,"31,741.44","31,741.44",# of children with adequate access to teaching and learning materials,,"4,000.0","2,609.0","6,421.0"
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,0.00,"31,741.44","31,741.44",# of teachers who have received training,,150.0,18.0,20.0
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Primary education provided or supported,"430,389.68","669,338.77","1,099,728.45",# of children enrolled in primary education,"7,500.0","8,037.0","5,870.0","9,447.0"
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Primary education provided or supported,"430,389.68","669,338.77","1,099,728.45",# of children regularly attending primary education,"6,500.0","6,500.0","5,511.0","4,879.0"
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"37,775.78","71,459.68","109,235.46",# of scholarships (tertiary) provided,45.0,75.0,,35.0
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2012,,,,,,,,,,,Secondary education provided or supported,"88,978.07","143,575.06","232,553.13",# of PoC enrolled in secondary education,200.0,400.0,18.0,274.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2012,"2,015,268.05","581,514.84","2,596,782.89",% of children aged 3-5 yrs enrolled in early childhood education,40.0,80.0,80.0,64.2,45.4,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2012,"2,015,268.05","581,514.84","2,596,782.89",% of persons of concern aged 14-17 enrolled in secondary education,20.0,40.0,70.0,,11.4,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2012,"2,015,268.05","581,514.84","2,596,782.89",% of persons of concern aged 6-13 yrs enrolled in primary education,50.0,70.0,90.0,63.9,47.5,100.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2012,"2,015,268.05","581,514.84","2,596,782.89",% of teachers who are female,1.0,10.0,20.0,,20.7,50.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2012,"2,015,268.05","581,514.84","2,596,782.89",% of teachers who are qualified,,,25.0,,56.0,70.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Adult education provided,"375,813.48","98,109.73","473,923.21",# of persons participating in literacy/ numeracy classes,"1,200.0","1,700.0",616.0,747.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Early childhood education provided or supported,"119,932.42",0.00,"119,932.42",# of children attending early childhood education,"1,200.0","1,200.0","1,254.0","1,524.0"
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Educational facilities constructed,"241,926.35","196,135.19","438,061.54",# of children per classroom,40.0,40.0,55.0,147.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Primary education provided or supported,"322,632.58","39,767.73","362,400.31",# of children enrolled in primary education,"3,582.0","3,994.0","3,543.0","2,596.0"
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Safe learning environments promoted,"20,135.48","95,846.73","115,982.21",# of schools with separated latrines,7.0,8.0,7.0,7.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Safe learning environments promoted,"20,135.48","95,846.73","115,982.21",# of schools with surrounding walls,5.0,7.0,5.0,9.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"266,205.20","109,776.73","375,981.93",# of scholarships (tertiary) provided,799.0,"1,149.0",799.0,534.0
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2012,,,,,,,,,,,Secondary education provided or supported,"668,622.54","41,878.73","710,501.27",# of PoC enrolled in secondary education,"1,150.0","2,150.0",549.0,430.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2012,"1,953,622.68","4,393,772.96","6,347,395.64",% of children aged 3-5 yrs enrolled in early childhood education,64.0,71.0,78.0,73.6,89.2,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2012,"1,953,622.68","4,393,772.96","6,347,395.64",% of persons of concern aged 14-17 enrolled in secondary education,28.0,54.0,65.0,35.9,44.6,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2012,"1,953,622.68","4,393,772.96","6,347,395.64",% of persons of concern aged 6-13 yrs enrolled in primary education,42.0,60.0,70.0,54.5,61.1,100.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Early childhood education provided or supported,"103,697.47","99,646.48","203,343.95",# of children attending early childhood education,"4,750.0","6,400.0","4,856.0","4,803.0"
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Educational facilities constructed,"317,201.63","3,153,127.25","3,470,328.88",# of educational facilities constructed and accessible for children with disabilities,3.0,13.0,0.0,3.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"82,657.86",0.00,"82,657.86",# of sensitization and community mobilization campaigns conducted to promote school enrollment,4.0,4.0,3.0,3.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Measures to increase retention rate implemented,"43,555.98",0.00,"43,555.98",# of children completing primary education,"6,430.0","6,430.0","6,382.0","7,102.0"
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"54,424.35",0.00,"54,424.35",# of female teachers,27.0,27.0,5.0,11.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Primary education provided or supported,"820,001.08","246,127.25","1,066,128.33",# of children enrolled in primary education,"6,630.0","11,870.0",0.0,"7,102.0"
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Safe learning environments promoted,0.00,"49,654.48","49,654.48",# of schools with separated latrines,,3.0,0.0,0.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"226,023.16","120,377.25","346,400.41",# of scholarships (tertiary) provided,181.0,624.0,187.0,200.0
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2012,,,,,,,,,,,Secondary education provided or supported,"306,061.15","724,840.25","1,030,901.40",# of PoC enrolled in secondary education,"1,190.0","2,285.0","1,041.0","1,666.0"
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2012,"291,340.86","56,995.03","348,335.89",% of children aged 3-5 yrs enrolled in early childhood education,80.0,80.0,90.0,64.2,55.3,80.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2012,"291,340.86","56,995.03","348,335.89",% of persons of concern aged 14-17 enrolled in secondary education,70.0,80.0,90.0,,14.3,80.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2012,"291,340.86","56,995.03","348,335.89",% of persons of concern aged 6-13 yrs enrolled in primary education,70.0,85.0,90.0,63.9,94.2,100.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2012,,,,,,,,,,,Early childhood education provided or supported,"7,168.58","40,645.04","47,813.62",# of children attending early childhood education,135.0,200.0,233.0,230.0
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2012,,,,,,,,,,,Primary education provided or supported,"130,409.68","10,467.06","140,876.74",# of children regularly attending primary education,280.0,340.0,364.0,471.0
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2012,,,,,,,,,,,Secondary education provided or supported,"153,762.60","5,882.93","159,645.53",# of children regularly attending secondary education,40.0,50.0,49.0,60.0
Gabon,Refugees and asylum seekers in Gabon,Population has optimal access to education,2012,"82,565.66","67,746.58","150,312.24",% of persons of concern aged 14-17 enrolled in secondary education,85.0,85.0,90.0,,,80.0,,,,,,,,,
Gabon,Refugees and asylum seekers in Gabon,Population has optimal access to education,2012,"82,565.66","67,746.58","150,312.24",% of persons of concern aged 6-13 yrs enrolled in primary education,95.0,95.0,100.0,,,100.0,,,,,,,,,
Gabon,Refugees and asylum seekers in Gabon,,2012,,,,,,,,,,,Advocacy conducted,"25,906.39",0.00,"25,906.39",# of persons of concern admitted to national education system,750.0,750.0,,
Gabon,Refugees and asylum seekers in Gabon,,2012,,,,,,,,,,,Primary education provided or supported,"18,816.62","25,723.31","44,539.93",# of children enrolled in primary education,750.0,871.0,,
Gabon,Refugees and asylum seekers in Gabon,,2012,,,,,,,,,,,Secondary education provided or supported,"14,000.24","16,299.96","30,300.20",# of PoC enrolled in secondary education,100.0,140.0,,
Gabon,Refugees and asylum seekers in Gabon,,2012,,,,,,,,,,,Vocational training provided,"23,842.41","25,723.31","49,565.72",# of persons participating in vocational training,100.0,200.0,,
Ghana,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"220,135.02","197,103.78","417,238.80",% of children aged 3-5 yrs enrolled in early childhood education,60.0,80.0,100.0,,7.3,80.0,,,,,,,,,
Ghana,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"220,135.02","197,103.78","417,238.80",% of persons of concern aged 6-13 yrs enrolled in primary education,60.0,25.0,50.0,,6.3,100.0,,,,,,,,,
Ghana,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"220,135.02","197,103.78","417,238.80",% of youths aged 15-24 enrolled in certified training,50.0,20.0,100.0,,22.7,50.0,,,,,,,,,
Ghana,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to increase retention rate implemented,"30,958.08","28,701.26","59,659.34",# of children completing primary education,25.0,40.0,0.0,0.0
Ghana,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"26,184.29","55,701.26","81,885.55",Child-care systems facilitating women and girls access to school established (yes/no),65.0,100.0,100.0,100.0
Ghana,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"59,367.91",0.00,"59,367.91",# of PoC enrolled in secondary education,18.0,18.0,21.0,22.0
Ghana,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Vocational training provided,"103,624.74","112,701.26","216,326.00",# of persons participating in vocational training,70.0,150.0,52.0,52.0
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of children aged 3-5 yrs enrolled in early childhood education,20.0,40.0,100.0,,66.2,80.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of persons of concern aged 14-17 enrolled in secondary education,40.0,5.0,60.0,,2.2,80.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of persons of concern aged 6-13 yrs enrolled in primary education,35.0,70.0,100.0,,58.6,100.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of teachers who are female,20.0,35.0,50.0,,53.1,50.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of teachers who are qualified,20.0,30.0,50.0,,4.7,70.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2012,"560,194.34","167,508.18","727,702.52",% of youths aged 15-24 enrolled in certified training,25.0,35.0,50.0,,9.1,50.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Early childhood education provided or supported,"15,980.53","17,434.54","33,415.07",# of children attending early childhood education,400.0,900.0,522.0,905.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Educational facilities constructed,"45,080.33","36,900.94","81,981.27",# of children per classroom,45.0,30.0,37.0,37.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Educational facilities constructed,"45,080.33","36,900.94","81,981.27",# of educational facilities constructed and accessible for children with disabilities,1.0,2.0,0.0,3.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,"37,949.09",0.00,"37,949.09",# of students attending language of instruction training,500.0,500.0,680.0,528.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"31,295.73",0.00,"31,295.73",# of children with adequate access to teaching and learning materials,19.0,19.0,,905.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"20,315.19","13,434.54","33,749.73",# of female teachers,30.0,128.0,33.0,34.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"20,315.19","13,434.54","33,749.73",Child-care systems facilitating women and girls access to school established (yes/no),60.0,100.0,100.0,100.0
