Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Democratic Republic of the Congo,Refugees and asylum seekers,Population has optimal access to education,2013,"889,038.24","258,744.08","1,147,782.32",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Democratic Republic of the Congo,Refugees and asylum seekers,,2013,,,,,,,,,,,Primary education provided or supported,"462,893.56","60,350.52","523,244.08",# of children regularly attending primary education,745.0,745.0,,
Democratic Republic of the Congo,Refugees and asylum seekers,,2013,,,,,,,,,,,Secondary education provided or supported,"167,141.56","77,692.52","244,834.08",# of PoC enrolled in secondary education,280.0,435.0,,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,Population has optimal access to education,2013,"69,014.54","19,124.54","88,139.08",% of persons of concern aged 14-17 enrolled in secondary education,28.0,27.0,27.0,,,80.0,,,,,,,,,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,Population has optimal access to education,2013,"69,014.54","19,124.54","88,139.08",% of persons of concern aged 6-13 yrs enrolled in primary education,93.0,95.0,100.0,,,100.0,,,,,,,,,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,,2013,,,,,,,,,,,Advocacy conducted,"10,254.96",694.03,"10,948.99",# of persons of concern admitted to national education system,"1,380.0","1,380.0",,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,,2013,,,,,,,,,,,Primary education provided or supported,"21,183.38",694.03,"21,877.41",# of children enrolled in primary education,900.0,900.0,,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,,2013,,,,,,,,,,,Secondary education provided or supported,"11,235.97","6,824.69","18,060.66",# of PoC enrolled in secondary education,280.0,280.0,,
Democratic Republic of the Congo,Refugees and asylum seekers in Gabon,,2013,,,,,,,,,,,Vocational training provided,"26,340.23","10,911.79","37,252.02",# of persons participating in vocational training,200.0,200.0,,
Djibouti,Refugees in Djibouti,Population has optimal access to education,2013,"697,119.28","1,667,792.08","2,364,911.36",% of persons of concern aged 14-17 enrolled in secondary education,0.0,30.0,70.0,,,80.0,,,,,,,,,
Djibouti,Refugees in Djibouti,Population has optimal access to education,2013,"697,119.28","1,667,792.08","2,364,911.36",% of persons of concern aged 6-13 yrs enrolled in primary education,60.0,70.0,100.0,,,100.0,,,,,,,,,
Djibouti,Refugees in Djibouti,,2013,,,,,,,,,,,Educational facilities constructed,"65,201.15","1,442,597.36","1,507,798.51",# of children per classroom,60.0,40.0,,
Djibouti,Refugees in Djibouti,,2013,,,,,,,,,,,Involvement of key stakeholders promoted,"130,402.31",0.00,"130,402.31",Relationship with the Ministry of Education established (yes/no),100.0,100.0,,
Djibouti,Refugees in Djibouti,,2013,,,,,,,,,,,Measures to promote girls' education promoted,"65,879.12","72,597.36","138,476.48",# of female teachers,12.0,20.0,,
Djibouti,Refugees in Djibouti,,2013,,,,,,,,,,,Measures to promote girls' education promoted,"65,879.12","72,597.36","138,476.48",Child-care systems facilitating women and girls access to school established (yes/no),,,,
Djibouti,Refugees in Djibouti,,2013,,,,,,,,,,,Primary education provided or supported,"435,636.70","152,597.36","588,234.06",# of children enrolled in primary education,"2,500.0","3,200.0",,
Ecuador,Refugees and asylum seekers,Population has optimal access to education,2013,"409,909.31","835,611.00","1,245,520.31",% of persons of concern aged 6-13 yrs enrolled in primary education,96.0,97.0,100.0,,,100.0,,,,,,,,,
Ecuador,Refugees and asylum seekers,,2013,,,,,,,,,,,Educational facilities constructed,"265,802.79","635,305.50","901,108.29",# of educational facilities constructed and accessible for children with disabilities,10.0,12.0,,
Ecuador,Refugees and asylum seekers,,2013,,,,,,,,,,,Inclusive education implemented,"144,106.52","200,305.50","344,412.02",# of persons with specific needs receiving formal or non-formal education,870.0,"2,000.0",,
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"2,786,398.52","578,107.46","3,364,505.98",% of children aged 3-5 yrs enrolled in early childhood education,80.0,80.0,100.0,,,80.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"2,786,398.52","578,107.46","3,364,505.98",% of persons of concern aged 14-17 enrolled in secondary education,55.0,65.0,100.0,,,80.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"2,786,398.52","578,107.46","3,364,505.98",% of persons of concern aged 6-13 yrs enrolled in primary education,70.0,70.0,100.0,,,100.0,,,,,,,,,
Egypt,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Early childhood education provided or supported,"234,510.13","62,773.96","297,284.09",# of children attending early childhood education,"1,265.0","1,500.0",,
Egypt,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,"97,972.30","29,949.41","127,921.71",# of students attending language of instruction training,50.0,100.0,,
Egypt,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"269,152.33","62,773.96","331,926.29",# of teachers who have received training,180.0,250.0,,
Egypt,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Primary education provided or supported,"1,558,986.26","392,660.72","1,951,646.98",# of children enrolled in primary education,"5,500.0","6,000.0",,
Egypt,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Secondary education provided or supported,"625,777.50","29,949.41","655,726.91",# of PoC enrolled in secondary education,"1,775.0","2,500.0",,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2013,"180,044.38","51,974.16","232,018.54",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2013,"180,044.38","51,974.16","232,018.54",% of teachers who are female,23.0,23.0,30.0,,,50.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2013,"180,044.38","51,974.16","232,018.54",% of teachers who are qualified,87.0,90.0,90.0,,,70.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",Population has optimal access to education,2013,"180,044.38","51,974.16","232,018.54",Extent refugee qualifications recognized,100.0,100.0,100.0,,,100.0,,,,,,,,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Adult education provided,"5,543.42","4,646.86","10,190.28",# of persons regularly attending adult education,50.0,50.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Assessment and analysis undertaken,"27,680.18",0.00,"27,680.18",Literacy study conducted (yes/no),100.0,100.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"41,490.09","8,646.86","50,136.95",# of qualified teachers,25.0,25.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Measures to increase retention rate implemented,"4,823.42","7,146.86","11,970.28",# of children completing primary education,900.0,900.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Measures to promote girls' education promoted,"4,823.42","4,446.86","9,270.28",# of female teachers,8.0,8.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Primary education provided or supported,"47,700.17",0.00,"47,700.17",# of children enrolled in primary education,"1,000.0","1,000.0",,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Scholarships (tertiary) provided,"4,823.42","14,939.86","19,763.28",# of scholarships (tertiary) provided,6.0,9.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Secondary education provided or supported,"33,513.42","12,146.86","45,660.28",# of children regularly attending secondary education,100.0,100.0,,
Eritrea,"Refugees, asylum seekers and others of concern",,2013,,,,,,,,,,,Sports programme provided,"9,646.84",0.00,"9,646.84",# of persons participating in sports activities,300.0,300.0,,
Ethiopia,Kenyan Borenas,Population has optimal access to education,2013,"16,945.82","63,000.00","79,945.82",% of persons of concern aged 6-13 yrs enrolled in primary education,38.0,52.0,70.0,,,100.0,,,,,,,,,
Ethiopia,Kenyan Borenas,,2013,,,,,,,,,,,Educational facilities constructed,666.67,"46,500.00","47,166.67",# of educational facilities constructed and accessible for children with disabilities,1.0,3.0,,
Ethiopia,Kenyan Borenas,,2013,,,,,,,,,,,Primary education provided or supported,"16,279.15","16,500.00","32,779.15",# of children enrolled in primary education,264.0,429.0,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2013,"1,277,806.73","4,592,862.09","5,870,668.82",% of persons of concern aged 6-13 yrs enrolled in primary education,95.0,97.0,100.0,,,100.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,Population has optimal access to education,2013,"1,277,806.73","4,592,862.09","5,870,668.82",% of teachers who are female,12.0,25.0,50.0,,,50.0,,,,,,,,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Early childhood education provided or supported,"330,246.85","155,080.30","485,327.15",# of children attending early childhood education,"2,927.0","2,927.0",,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Educational facilities constructed,"424,270.87","2,710,080.30","3,134,351.17",# of children per classroom,,40.0,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Primary education provided or supported,"277,727.66","1,010,080.30","1,287,807.96",# of children enrolled in primary education,"6,500.0","6,500.0",,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Primary education provided or supported,"277,727.66","1,010,080.30","1,287,807.96",# of children regularly attending primary education,"5,960.0","5,960.0",,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Scholarships (tertiary) provided,"47,889.81","250,080.30","297,970.11",# of scholarships (tertiary) provided,,15.0,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Secondary education provided or supported,"197,671.54","212,380.30","410,051.84",# of children regularly attending secondary education,200.0,500.0,,
Ethiopia,Mainly Sudanese refugees in western Ethiopia,,2013,,,,,,,,,,,Sports programme provided,0.00,"255,160.59","255,160.59",# of persons participating in sports activities,,"1,330.0",,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2013,"1,937,020.02","2,001,922.42","3,938,942.44",% of children aged 3-5 yrs enrolled in early childhood education,75.0,80.0,90.0,,,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2013,"1,937,020.02","2,001,922.42","3,938,942.44",% of persons of concern aged 14-17 enrolled in secondary education,37.0,50.0,80.0,,,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2013,"1,937,020.02","2,001,922.42","3,938,942.44",% of persons of concern aged 6-13 yrs enrolled in primary education,58.0,80.0,90.0,,,100.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2013,"1,937,020.02","2,001,922.42","3,938,942.44",% of teachers who are female,5.0,10.0,20.0,,,50.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,Population has optimal access to education,2013,"1,937,020.02","2,001,922.42","3,938,942.44",% of teachers who are qualified,45.0,60.0,100.0,,,70.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Early childhood education provided or supported,"46,486.49",0.00,"46,486.49",# of children attending early childhood education,"1,170.0","1,170.0",,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Educational facilities constructed,"14,407.69","686,144.82","700,552.51",# of children per classroom,65.0,40.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Educational facilities constructed,"14,407.69","686,144.82","700,552.51",# of educational facilities constructed and accessible for children with disabilities,6.0,9.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"28,815.39",0.00,"28,815.39",# of children per teacher,35.0,35.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Measures to increase enrolment rate implemented,"75,381.98",0.00,"75,381.98",# of sensitization and community mobilization campaigns conducted to promote school enrollment,8.0,8.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Measures to promote girls' education promoted,"14,407.69","17,993.37","32,401.06",# of female teachers,12.0,33.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Primary education provided or supported,"214,451.25","307,993.37","522,444.62",# of children enrolled in primary education,"3,000.0","6,027.0",,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Safe learning environments promoted,"14,407.69","34,697.16","49,104.85",# of schools with separated latrines,6.0,9.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Safe learning environments promoted,"14,407.69","34,697.16","49,104.85",# of schools with surrounding walls,4.0,9.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Safe learning environments promoted,"14,407.69","34,697.16","49,104.85",# of teachers who have signed the code of conduct,135.0,135.0,,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Scholarships (tertiary) provided,"766,270.15","519,106.96","1,285,377.11",# of refugees enrolled in tertiary education,"1,300.0","4,000.0",,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Secondary education provided or supported,"290,122.41","17,993.37","308,115.78",# of PoC enrolled in secondary education,600.0,"2,000.0",,
Ethiopia,Refugees and asylum seekers from Eritrea in Northern Ethiopia,,2013,,,,,,,,,,,Vocational training provided,"472,269.28","417,993.37","890,262.65",# of persons participating in vocational training,450.0,"2,000.0",,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2013,"1,687,839.51","3,838,109.70","5,525,949.21",% of children aged 3-5 yrs enrolled in early childhood education,89.0,92.0,95.0,,,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2013,"1,687,839.51","3,838,109.70","5,525,949.21",% of persons of concern aged 14-17 enrolled in secondary education,54.0,63.0,75.0,,,80.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2013,"1,687,839.51","3,838,109.70","5,525,949.21",% of persons of concern aged 6-13 yrs enrolled in primary education,61.0,66.0,75.0,,,100.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,Population has optimal access to education,2013,"1,687,839.51","3,838,109.70","5,525,949.21",% of teachers who are female,24.0,28.0,34.0,,,50.0,,,,,,,,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Early childhood education provided or supported,"225,807.38","458,662.67","684,470.05",# of children attending early childhood education,"5,890.0","6,200.0",,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Educational facilities constructed,0.00,"1,737,076.35","1,737,076.35",# of educational facilities constructed and accessible for children with disabilities,,22.0,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Measures to promote girls' education promoted,"69,350.00","334,262.67","403,612.67",# of female teachers,32.0,46.0,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Primary education provided or supported,"833,941.96","669,862.67","1,503,804.63",# of children enrolled in primary education,"7,235.0","7,921.0",,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Scholarships (tertiary) provided,"163,716.26","300,982.67","464,698.93",# of scholarships (tertiary) provided,192.0,422.0,,
Ethiopia,Refugees and asylum seekers from Somalia in Eastern and Southern Ethiopia,,2013,,,,,,,,,,,Secondary education provided or supported,"395,023.91","337,262.67","732,286.58",# of PoC enrolled in secondary education,"1,718.0","1,874.0",,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2013,"358,880.92","33,407.57","392,288.49",% of children aged 3-5 yrs enrolled in early childhood education,70.0,80.0,100.0,,,80.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2013,"358,880.92","33,407.57","392,288.49",% of persons of concern aged 14-17 enrolled in secondary education,60.0,80.0,100.0,,,80.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",Population has optimal access to education,2013,"358,880.92","33,407.57","392,288.49",% of persons of concern aged 6-13 yrs enrolled in primary education,70.0,85.0,100.0,,,100.0,,,,,,,,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2013,,,,,,,,,,,Early childhood education provided or supported,"25,301.55",0.00,"25,301.55",# of children attending early childhood education,700.0,700.0,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2013,,,,,,,,,,,Primary education provided or supported,"295,627.04",0.00,"295,627.04",# of children regularly attending primary education,600.0,600.0,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2013,,,,,,,,,,,Scholarships (tertiary) provided,"12,650.78","33,407.57","46,058.35",# of scholarships (tertiary) provided,3.0,5.0,,
Ethiopia,"Refugees and asylum seekers in urban areas, Kenyan Borenas and other POCs",,2013,,,,,,,,,,,Secondary education provided or supported,"25,301.55",0.00,"25,301.55",# of children regularly attending secondary education,50.0,50.0,,
Ghana,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"70,060.50","549,310.76","619,371.26",% of persons of concern aged 6-13 yrs enrolled in primary education,25.0,25.0,50.0,,,100.0,,,,,,,,,
Ghana,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"70,060.50","549,310.76","619,371.26",% of youths aged 15-24 enrolled in certified training,24.0,30.0,50.0,,,50.0,,,,,,,,,
Ghana,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Primary education provided or supported,"17,528.93","89,853.48","107,382.41",# of children enrolled in primary education,100.0,350.0,,
Ghana,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Scholarships (vocational) provided,"52,531.57","459,457.28","511,988.85",# of scholarships (vocational) provided,20.0,67.0,,
Ghana,Refugees in rural and semi rural areas,Population has optimal access to education,2013,"321,734.64","226,348.66","548,083.30",% of persons of concern aged 6-13 yrs enrolled in primary education,58.6,80.0,100.0,,,100.0,,,,,,,,,
Ghana,Refugees in rural and semi rural areas,,2013,,,,,,,,,,,Educational facilities constructed,"31,603.76","133,660.78","165,264.54",# of children per classroom,45.0,35.0,,
Ghana,Refugees in rural and semi rural areas,,2013,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,"37,414.65","16,307.37","53,722.02",# of students attending language of instruction training,170.0,500.0,,
Ghana,Refugees in rural and semi rural areas,,2013,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"99,089.23","43,083.92","142,173.15",# of teachers who have received training,20.0,20.0,,
Ghana,Refugees in rural and semi rural areas,,2013,,,,,,,,,,,Primary education provided or supported,"153,627.00","33,296.59","186,923.59",# of children regularly attending primary education,900.0,"1,000.0",,
Guinea,Ivorian refugees,Population has optimal access to education,2013,"223,986.33",0.00,"223,986.33",% of persons of concern aged 14-17 enrolled in secondary education,36.0,100.0,100.0,,,80.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2013,"223,986.33",0.00,"223,986.33",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2013,"223,986.33",0.00,"223,986.33",% of youths aged 15-24 enrolled in certified training,3.0,20.0,20.0,,,50.0,,,,,,,,,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Educational facilities constructed,"37,263.11",0.00,"37,263.11",# of children per classroom,,,,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Educational facilities constructed,"37,263.11",0.00,"37,263.11",# of educational facilities constructed and accessible for children with disabilities,,,,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Primary education provided or supported,"106,490.11",0.00,"106,490.11",# of children enrolled in primary education,"1,487.0","1,487.0",,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Primary education provided or supported,"106,490.11",0.00,"106,490.11",# of children enrolled in primary education in the correct grade for their age,"1,487.0","1,487.0",,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Primary education provided or supported,"106,490.11",0.00,"106,490.11",# of children regularly attending primary education,"1,487.0","1,487.0",,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Secondary education provided or supported,"80,233.11",0.00,"80,233.11",# of children enrolled in secondary education at correct age for their grade,"1,150.0","1,150.0",,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Secondary education provided or supported,"80,233.11",0.00,"80,233.11",# of children regularly attending secondary education,"1,150.0","1,150.0",,
Guinea,Ivorian refugees,,2013,,,,,,,,,,,Secondary education provided or supported,"80,233.11",0.00,"80,233.11",# of PoC enrolled in secondary education,"1,150.0","1,150.0",,
Guinea,Refugees of various nationalities and asylum seekers,Population has optimal access to education,2013,"60,331.11","39,653.75","99,984.86",% of youths aged 15-24 enrolled in certified training,20.0,30.0,30.0,,,50.0,,,,,,,,,
Guinea,Refugees of various nationalities and asylum seekers,,2013,,,,,,,,,,,Education monitoring system established,"20,974.07",0.00,"20,974.07",Functional education monitoring system established (yes/no),,,,
Guinea,Refugees of various nationalities and asylum seekers,,2013,,,,,,,,,,,Scholarships (vocational) provided,"39,357.04","39,653.75","79,010.79",# of scholarships (vocational) provided,20.0,20.0,,
India,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"413,954.51","130,744.00","544,698.51",% of persons of concern aged 14-17 enrolled in secondary education,39.0,49.0,100.0,,,80.0,,,,,,,,,
India,Refugees and asylum seekers in urban areas,Population has optimal access to education,2013,"413,954.51","130,744.00","544,698.51",% of persons of concern aged 6-13 yrs enrolled in primary education,44.0,75.0,100.0,,,100.0,,,,,,,,,
India,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Early childhood education provided or supported,"353,168.60","116,221.06","469,389.66",# of children attending early childhood education,400.0,650.0,,
India,Refugees and asylum seekers in urban areas,,2013,,,,,,,,,,,Scholarships (tertiary) provided,"60,785.91","14,522.94","75,308.85",# of scholarships (tertiary) provided,32.0,60.0,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2013,"271,617.99","501,087.46","772,705.45",% of persons of concern aged 14-17 enrolled in secondary education,7.4,10.0,15.0,,,80.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2013,"271,617.99","501,087.46","772,705.45",% of persons of concern aged 6-13 yrs enrolled in primary education,6.0,20.0,50.0,,,100.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2013,"271,617.99","501,087.46","772,705.45",% of youths aged 15-24 enrolled in certified training,23.0,0.0,0.0,,,50.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2013,"271,617.99","501,087.46","772,705.45",Extent refugee qualifications recognized,100.0,100.0,100.0,,,100.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,,2013,,,,,,,,,,,Primary education provided or supported,"121,898.52","359,551.85","481,450.37",# of children enrolled in primary education,25.0,200.0,,
Indonesia,Refugees and asylum seekers in mainly urban areas,,2013,,,,,,,,,,,Primary education provided or supported,"121,898.52","359,551.85","481,450.37",# of children enrolled in primary education in the correct grade for their age,25.0,200.0,,
Indonesia,Refugees and asylum seekers in mainly urban areas,,2013,,,,,,,,,,,Primary education provided or supported,"121,898.52","359,551.85","481,450.37",# of children regularly attending primary education,25.0,200.0,,
Indonesia,Refugees and asylum seekers in mainly urban areas,,2013,,,,,,,,,,,Vocational training provided,"149,719.47","141,535.61","291,255.08",# of persons participating in vocational training,0.0,500.0,,
Iraq,Internally displaced persons,Population has optimal access to education,2013,"1,581,852.77",0.00,"1,581,852.77",% of persons of concern aged 14-17 enrolled in secondary education,65.0,70.0,70.0,,,80.0,,,,,,,,,
Iraq,Internally displaced persons,Population has optimal access to education,2013,"1,581,852.77",0.00,"1,581,852.77",% of persons of concern aged 6-13 yrs enrolled in primary education,90.0,95.0,95.0,,,100.0,,,,,,,,,
Iraq,Internally displaced persons,,2013,,,,,,,,,,,Adult education provided,"300,540.09",0.00,"300,540.09",# of persons participating in literacy/ numeracy classes,"1,170.0","1,170.0",,
Iraq,Internally displaced persons,,2013,,,,,,,,,,,Adult education provided,"300,540.09",0.00,"300,540.09",# of persons regularly attending adult education,"1,170.0","1,170.0",,
Iraq,Internally displaced persons,,2013,,,,,,,,,,,Educational facilities constructed,"876,690.09",0.00,"876,690.09",# of educational facilities constructed and accessible for children with disabilities,11.0,11.0,,
Iraq,Internally displaced persons,,2013,,,,,,,,,,,Life skills and reproductive health and HIV prevention education provided,"404,622.59",0.00,"404,622.59","# of programmes teaching life skills, reproductive health and HIV prevention outside of the school curriculum",600.0,600.0,,
Iraq,Refugees and asylum seekers,Population has optimal access to education,2013,"967,720.35","500,000.00","1,467,720.35",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Iraq,Refugees and asylum seekers,,2013,,,,,,,,,,,Measures to increase enrolment rate implemented,"368,723.45",0.00,"368,723.45",# of children supported with education costs,"7,000.0","7,000.0",,
Iraq,Refugees and asylum seekers,,2013,,,,,,,,,,,Primary education provided or supported,"315,873.45","500,000.00","815,873.45",# of children enrolled in primary education,"7,500.0","12,000.0",,
Iraq,Refugees and asylum seekers,,2013,,,,,,,,,,,Sports programme provided,"283,123.45",0.00,"283,123.45",# of persons participating in sports activities,"8,000.0","8,000.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2013,"2,715,959.99","3,227,959.75","5,943,919.74",% of persons of concern aged 14-17 enrolled in secondary education,67.1,50.0,75.0,71.0,,80.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2013,"2,715,959.99","3,227,959.75","5,943,919.74",% of persons of concern aged 6-13 yrs enrolled in primary education,75.0,60.0,80.0,,,100.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2013,,,,,,,,,,,Adult education provided,"732,591.08","321,932.22","1,054,523.30",# of persons regularly attending adult education,"3,500.0","5,000.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2013,,,,,,,,,,,Advocacy conducted,"91,502.63","7,598.61","99,101.24",# of persons of concern admitted to national education system,"285,825.0","300,000.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2013,,,,,,,,,,,Educational facilities constructed,"638,443.12","2,061,244.88","2,699,688.00",# of educational facilities constructed and accessible for children with disabilities,1.0,5.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2013,,,,,,,,,,,Local/ foreign language training/ cultural orientation provided,"135,509.34","20,171.95","155,681.29",# of students attending mother tongue language training,20.0,100.0,,
